Start Time, Mon Oct 15 15:51:38 GMT+0100 2018
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 7200
Real Time (s), 7200.749849
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
873, 873, 61
874, 874, 60
875, 875, 45
876, 876, 61
877, 877, 58
878, 878, 58
879, 879, 63
880, 880, 66
881, 881, 41
882, 882, 56
883, 883, 58
884, 884, 62
885, 885, 47
886, 886, 57
887, 887, 66
888, 888, 54
889, 889, 59
890, 890, 64
891, 891, 57
892, 892, 54
893, 893, 47
894, 894, 37
895, 895, 57
896, 896, 52
897, 897, 52
898, 898, 53
899, 899, 60
900, 900, 50
901, 901, 61
902, 902, 72
903, 903, 59
904, 904, 60
905, 905, 47
906, 906, 44
907, 907, 54
908, 908, 63
909, 909, 59
910, 910, 52
911, 911, 49
912, 912, 58
913, 913, 59
914, 914, 53
915, 915, 60
916, 916, 65
917, 917, 66
918, 918, 54
919, 919, 47
920, 920, 37
921, 921, 65
922, 922, 52
923, 923, 63
924, 924, 54
925, 925, 67
926, 926, 62
927, 927, 46
928, 928, 44
929, 929, 53
930, 930, 49
931, 931, 56
932, 932, 50
933, 933, 52
934, 934, 57
935, 935, 43
936, 936, 56
937, 937, 57
938, 938, 54
939, 939, 52
940, 940, 43
941, 941, 58
942, 942, 59
943, 943, 63
944, 944, 41
945, 945, 47
946, 946, 61
947, 947, 51
948, 948, 53
949, 949, 37
950, 950, 54
951, 951, 61
952, 952, 51
953, 953, 53
954, 954, 39
955, 955, 59
956, 956, 59
957, 957, 52
958, 958, 55
959, 959, 52
960, 960, 46
961, 961, 45
962, 962, 53
963, 963, 36
964, 964, 45
965, 965, 47
966, 966, 55
967, 967, 54
968, 968, 47
969, 969, 47
970, 970, 57
971, 971, 55
972, 972, 42
973, 973, 49
974, 974, 57
975, 975, 44
976, 976, 50
977, 977, 66
978, 978, 57
979, 979, 36
980, 980, 44
981, 981, 53
982, 982, 58
983, 983, 37
984, 984, 49
985, 985, 38
986, 986, 45
987, 987, 40
988, 988, 53
989, 989, 55
990, 990, 44
991, 991, 45
992, 992, 50
993, 993, 54
994, 994, 52
995, 995, 41
996, 996, 49
997, 997, 45
998, 998, 42
999, 999, 45
1000, 1000, 39
1001, 1001, 45
1002, 1002, 33
1003, 1003, 39
1004, 1004, 43
1005, 1005, 41
1006, 1006, 36
1007, 1007, 40
1008, 1008, 51
1009, 1009, 40
1010, 1010, 39
1011, 1011, 36
1012, 1012, 37
1013, 1013, 47
1014, 1014, 46
1015, 1015, 26
1016, 1016, 37
1017, 1017, 39
1018, 1018, 39
1019, 1019, 47
1020, 1020, 38
1021, 1021, 45
1022, 1022, 33
1023, 1023, 31
1024, 1024, 37
1025, 1025, 48
1026, 1026, 33
1027, 1027, 39
1028, 1028, 44
1029, 1029, 34
1030, 1030, 32
1031, 1031, 40
1032, 1032, 41
1033, 1033, 34
1034, 1034, 41
1035, 1035, 49
1036, 1036, 42
1037, 1037, 40
1038, 1038, 36
1039, 1039, 40
1040, 1040, 31
1041, 1041, 50
1042, 1042, 35
1043, 1043, 44
1044, 1044, 43
1045, 1045, 36
1046, 1046, 40
1047, 1047, 52
1048, 1048, 34
1049, 1049, 33
1050, 1050, 31
1051, 1051, 38
1052, 1052, 33
1053, 1053, 46
1054, 1054, 46
1055, 1055, 49
1056, 1056, 35
1057, 1057, 25
1058, 1058, 32
1059, 1059, 41
1060, 1060, 47
1061, 1061, 31
1062, 1062, 36
1063, 1063, 29
1064, 1064, 39
1065, 1065, 31
1066, 1066, 41
1067, 1067, 37
1068, 1068, 33
1069, 1069, 44
1070, 1070, 40
1071, 1071, 28
1072, 1072, 34
1073, 1073, 29
1074, 1074, 36
1075, 1075, 30
1076, 1076, 39
1077, 1077, 24
1078, 1078, 32
1079, 1079, 30
1080, 1080, 34
1081, 1081, 40
1082, 1082, 37
1083, 1083, 20
1084, 1084, 33
1085, 1085, 41
1086, 1086, 28
1087, 1087, 28
1088, 1088, 31
1089, 1089, 28
1090, 1090, 36
1091, 1091, 25
1092, 1092, 31
1093, 1093, 36
1094, 1094, 27
1095, 1095, 30
1096, 1096, 41
1097, 1097, 30
1098, 1098, 35
1099, 1099, 22
