Start Time, Tue Oct 9 12:08:49 GMT+0100 2018
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 7200
Real Time (s), 7201.837072
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1287, 1287, 23
1288, 1288, 21
1289, 1289, 22
1290, 1290, 21
1291, 1291, 22
1292, 1292, 24
1293, 1293, 29
1294, 1294, 31
1295, 1295, 35
1296, 1296, 19
1297, 1297, 33
1298, 1298, 45
1299, 1299, 35
1300, 1300, 43
1301, 1301, 48
1302, 1302, 46
1303, 1303, 49
1304, 1304, 46
1305, 1305, 44
1306, 1306, 54
1307, 1307, 58
1308, 1308, 55
1309, 1309, 70
1310, 1310, 78
1311, 1311, 69
1312, 1312, 86
1313, 1313, 69
1314, 1314, 78
1315, 1315, 77
1316, 1316, 89
1317, 1317, 106
1318, 1318, 96
1319, 1319, 110
1320, 1320, 102
1321, 1321, 129
1322, 1322, 119
1323, 1323, 121
1324, 1324, 120
1325, 1325, 150
1326, 1326, 126
1327, 1327, 147
1328, 1328, 159
1329, 1329, 151
1330, 1330, 166
1331, 1331, 164
1332, 1332, 158
1333, 1333, 185
1334, 1334, 160
1335, 1335, 171
1336, 1336, 192
1337, 1337, 182
1338, 1338, 196
1339, 1339, 207
1340, 1340, 201
1341, 1341, 200
1342, 1342, 244
1343, 1343, 212
1344, 1344, 255
1345, 1345, 219
1346, 1346, 220
1347, 1347, 258
1348, 1348, 257
1349, 1349, 260
1350, 1350, 258
1351, 1351, 242
1352, 1352, 263
1353, 1353, 270
1354, 1354, 269
1355, 1355, 250
1356, 1356, 244
1357, 1357, 279
1358, 1358, 305
1359, 1359, 277
1360, 1360, 296
1361, 1361, 278
1362, 1362, 279
1363, 1363, 267
1364, 1364, 273
1365, 1365, 303
1366, 1366, 276
1367, 1367, 274
1368, 1368, 275
1369, 1369, 271
1370, 1370, 267
1371, 1371, 261
1372, 1372, 242
1373, 1373, 271
1374, 1374, 264
1375, 1375, 242
1376, 1376, 224
1377, 1377, 218
1378, 1378, 243
1379, 1379, 229
1380, 1380, 222
1381, 1381, 233
1382, 1382, 222
1383, 1383, 204
1384, 1384, 207
1385, 1385, 197
1386, 1386, 182
1387, 1387, 184
1388, 1388, 204
1389, 1389, 171
1390, 1390, 166
1391, 1391, 151
1392, 1392, 160
1393, 1393, 163
1394, 1394, 170
1395, 1395, 156
1396, 1396, 168
1397, 1397, 145
1398, 1398, 139
1399, 1399, 117
1400, 1400, 121
1401, 1401, 126
1402, 1402, 107
1403, 1403, 93
1404, 1404, 106
1405, 1405, 103
1406, 1406, 101
1407, 1407, 88
1408, 1408, 87
1409, 1409, 81
1410, 1410, 82
1411, 1411, 72
1412, 1412, 72
1413, 1413, 66
1414, 1414, 60
1415, 1415, 52
1416, 1416, 57
1417, 1417, 46
1418, 1418, 42
1419, 1419, 47
1420, 1420, 35
1421, 1421, 39
1422, 1422, 44
1423, 1423, 30
1424, 1424, 49
1425, 1425, 31
1426, 1426, 31
1427, 1427, 23
1428, 1428, 21
1429, 1429, 25
1430, 1430, 21
1431, 1431, 16
1432, 1432, 22
1433, 1433, 11
1434, 1434, 19
1435, 1435, 20
1436, 1436, 13
1437, 1437, 14
1438, 1438, 9
1439, 1439, 6
1440, 1440, 12
1441, 1441, 12
1442, 1442, 15
1443, 1443, 14
1444, 1444, 4
1445, 1445, 8
1446, 1446, 7
1447, 1447, 3
1448, 1448, 4
1449, 1449, 7
1450, 1450, 7
1451, 1451, 6
1452, 1452, 5
1453, 1453, 2
1454, 1454, 2
1455, 1455, 6
1456, 1456, 4
1457, 1457, 4
1458, 1458, 4
1459, 1459, 7
1460, 1460, 5
1461, 1461, 5
1462, 1462, 3
1463, 1463, 6
1464, 1464, 1
1465, 1465, 8
1466, 1466, 2
1467, 1467, 3
1468, 1468, 7
1469, 1469, 4
1470, 1470, 4
1471, 1471, 2
1472, 1472, 4
1473, 1473, 6
1474, 1474, 2
1475, 1475, 6
1476, 1476, 9
1477, 1477, 2
1478, 1478, 7
1479, 1479, 2
1480, 1480, 1
1481, 1481, 6
1482, 1482, 3
1483, 1483, 6
1484, 1484, 9
1485, 1485, 4
1486, 1486, 3
1487, 1487, 4
1488, 1488, 5
1489, 1489, 6
1490, 1490, 4
1491, 1491, 4
1492, 1492, 4
1493, 1493, 6
1494, 1494, 4
1495, 1495, 4
1496, 1496, 7
1497, 1497, 2
1498, 1498, 3
1499, 1499, 5
1500, 1500, 5
1501, 1501, 5
1502, 1502, 2
1503, 1503, 4
1504, 1504, 2
1505, 1505, 3
1506, 1506, 5
1507, 1507, 4
1508, 1508, 2
1509, 1509, 5
1510, 1510, 3
1511, 1511, 6
1512, 1512, 3
1513, 1513, 4
1514, 1514, 7
1515, 1515, 4
1516, 1516, 5
1517, 1517, 5
1518, 1518, 2
1519, 1519, 4
1520, 1520, 2
1521, 1521, 6
1522, 1522, 5
1523, 1523, 4
1524, 1524, 3
1525, 1525, 3
1526, 1526, 3
1527, 1527, 1
1528, 1528, 3
1529, 1529, 0
1530, 1530, 1
1531, 1531, 5
1532, 1532, 4
1533, 1533, 1
1534, 1534, 2
1535, 1535, 3
1536, 1536, 5
1537, 1537, 6
1538, 1538, 5
1539, 1539, 1
1540, 1540, 1
